Crash_Date,Crash_Time,Aircraft_SN,Aircraft_Type,Summarized_Name,Ejection_Seats,Base,Wing,Squadron,Mission_Type,Weapon,Target_Objective,Ceiling_Vis,Maneuver,Pass,Angle,Altitude,Airspeed,Mission_Phase,Where_Hit,Fire_Observed,Hit_Country,Loss_Country,Latitude,Longitude,Defense_Type,Defense_Category,Pilot_Hit,Pilot_Rank,Pilot,Pilot_Egress,Pilot_Condition,Pilot_Recovered,Pilot_Status
1970-06-18 00:00:00,0540D,670297,F-4E,F-4 Phantom,Y,DNG,366TFW,421TFS,"",_,Truck,3500/7,Strafe,1,0,0,425,At target,_,N,CMB,CMB,13.2333333333333,106.133333333333,Automatic weapons/small arms (poss. combat associated),Small Arms Fire,p,Maj,McLamb H. L.,Crash,_,_,KIA
1970-06-24 00:00:00,0520D,696346,A-37,A-37 Dragonfly,Y,BHA,3TFW,604SOS,"",_,Bridge,2500/6,Pull up,2,10,500,280,At target,_,N,CMB,CMB,12.5166666666667,106.183333333333,Gunfire (poss. combat associated),Automatic Weapons,p,1Lt,Voris R. E.,Crash,Died injuries,Army Helo,Recovered
1970-06-30 00:00:00,0120D,670279,F-4E,F-4 Phantom,Y,KRT,388TFW,34TFS,"",_,Weather Reconnaissance,/..,_,0,0,0,0,Return,_,_,LS,LS,,,(Combat associated),Other,p,Capt,Sadler M. O. Jr,_,_,_,MIA
1970-06-30 00:00:00,0650D,683807,OV-10A,OV-10 Bronco,Y,NKP,504TASG,23TASS,"",_,_,/..,_,0,0,0,0,_,Cockpit,_,LS,LS,16.8166666666667,106.5,Automatic weapons/small arms,Small Arms Fire,p,Capt,Sanders W. S.,Crash,_,_,KIA
1970-07-03 00:00:00,0705D,683788,OV-10A,OV-10 Bronco,Y,PLK,504TASG,20TASS,"",_,_,3000/..,_,0,0,3000,0,_,_,Y,CMB,CMB,13.35,107.25,Gunfire,Automatic Weapons,_,Capt,Justice W. A.,Crash,_,_,KIA
1970-07-08 00:00:00,0215D,552943,F-100D,F-100 Super Sabre,Y,PHR,35TFW,615TFS,"",_,Enemy position,3000/6,_,3,0,0,0,At target,_,N,SVn,Sea,11.0166666666667,108.95,Gunfire,Automatic Weapons,N,1Lt,Egelston D. P.,Ejection,Uninjured,USAF Helo,Recovered
1970-07-09 00:00:00,0715D,553572,F-100D,F-100 Super Sabre,Y,THA,31TFW,_,"",_,Known enemy location,5000/..,Pull up,1,0,2000,450,At target,_,Y,SVn,SVn,11.3,107.383333333333,Small arms,Small Arms Fire,_,1Lt,Newsome G. K.,Ejection,Minor injuries,USAF,Recovered
1970-07-24 00:00:00,1100Ds,674672,OV-10A,OV-10 Bronco,Y,DUC,504TASG,_,"",_,_,/..,Takeoff,0,0,300,120,Enroute,_,_,SVn,SVn,13.7833333333333,107.616666666667,Gunfire,Automatic Weapons,_,1Lt,Butler J. M.,Crash,_,_,KIA
1970-07-24 00:00:00,1445N,667761,F-4D,F-4 Phantom,Y,UDN,432TRW,_,"",_,Truck,9000/6,_,2,0,0,0,At target,_,_,LS,LS,19.5166666666667,103.316666666667,Gunfire,Automatic Weapons,_,Capt,Reed J. W.,_,_,_,MIA
1970-07-25 00:00:00,1420N,660693,F-4D,F-4 Phantom,Y,UBN,8TFW,433TFS,"",_,37mm gun site,3000/..,_,2,0,0,0,At target,_,_,LS,LS,16.8833333333333,106.316666666667,37mm AAA,AAA,_,LtCol,Pennington R. W.,Ejection,Died injuries,USAF,Recovered
1970-07-28 00:00:00,0410D,529776,A-1H,A-1 Skyraider,Y,DNG,56SOW,_,"",_,_,/10,_,0,0,0,0,_,_,_,SVn,SVn,15.7166666666667,108.316666666667,Gunfire,Automatic Weapons,_,Maj,Morgan O. C.,Crash,_,_,KIA
1970-07-28 00:00:00,1656N,52135263,A-1H,A-1 Skyraider,Y,NKP,56SOW,_,"",_,Trucks,3000/..,_,0,0,3000,0,At target,_,_,LS,LS,17.2,106.15,37mm AAA,AAA,_,Maj,Lee P. B.,Ejection,Minor injuries,USAF Helo,Recovered
1970-08-13 00:00:00,0840D,67014660,OV-10A,OV-10 Bronco,Y,DNG,504TASG,20TASS,"",_,50cal gun site,/..,_,0,0,0,0,At target,_,_,SVn,SVn,16.9666666666667,107.016666666667,Mid-air collission (combat associated),Mid-Air Collision,_,Capt,Powell J. P.,Crash,_,_,KIA
1970-08-17 00:00:00,1223N,670312,F-4E,F-4 Phantom,Y,DNG,366TFW,_,"",_,Suspected enemy location,5000/5,_,0,0,0,0,_,_,_,SVn,SVn,15.9833333333333,108.033333333333,Mid-air collission (poss. combat associated),Mid-Air Collision,_,Capt,Ramsey D. L.,Crash,_,_,KIA
1970-08-17 00:00:00,1223N,670257,F-4E,F-4 Phantom,Y,DNG,366TFW,_,"",_,Suspected enemy location,5000/5,_,0,0,0,0,_,_,_,SVn,SVn,15.9833333333333,108.033333333333,Mid-air collission (poss. combat associated),Mid-Air Collision,_,Capt,Wood J. W.,Crash,_,_,KIA
1970-08-21 00:00:00,0830D,563435,F-100D,F-100 Super Sabre,Y,PHR,35TFW,612TFS,"",_,Orientation flight,/..,Level,2,0,0,0,_,_,_,SVn,SVn,14.6666666666667,107.65,Gunfire,Automatic Weapons,_,1Lt,McLeish C. E.,Crash,_,_,KIA
1970-08-30 00:00:00,2340D,683798,OV-10A,OV-10 Bronco,Y,DNG,504TASG,20TASS,"",_,_,6400/11,_,0,0,0,0,_,_,_,LS,LS,15.7333333333333,107.233333333333,Gunfire,Automatic Weapons,_,Capt,McGerty M. J.,Crash,_,_,KIA
1970-09-16 00:00:00,0920D,553806,F-100D,F-100 Super Sabre,Y,PHR,35TFW,612TFS,"",_,Boats and storage area,3500/5,Pull up,7,0,500,450,At target,_,_,CMB,Sea,10.1666666666667,107.283333333333,Gunfire,Automatic Weapons,_,1Lt,Phillips J. V.,Ejection,Uninjured,USAF Helo,Recovered
1970-09-23 00:00:00,0230D,610153,F-105D,F-105 Thunderchief,Y,TKL,355TFW,_,"",_,River ford,/..,_,1,0,0,0,At target,Engine,Y,LS,LS,16.4166666666667,107.366666666667,37mm AAA,AAA,_,Capt,Newhouse J. W. II,Ejection,Minor injuries,USAF Helo,Recovered
1970-10-01 00:00:00,2255D,6810839,O-2A,O-2 Skymaster,N,BHA,504TASG,_,"",_,Enemy position,500/..,_,0,0,0,0,_,_,_,CMB,CMB,12.2833333333333,105.1,Automatic weapons,AAA,_,1Lt,Eddy G. E.,Crash,_,_,KIA
1970-10-07 00:00:00,0325D,6810969,O-2A,O-2 Skymaster,N,BMT,504TASG,21SOS,"",_,Support Special Forces,4000/20,Orbit,0,0,2000,110,At target,_,N,CMB,CMB,12.3333333333333,107.166666666667,Gunfire,Automatic Weapons,N,1Lt,Galvani W. W.,Crashlanded,Injured,VNAF Helo,Recovered
1970-10-08 00:00:00,1030Ds,680610,RF-4C,F-4 Phantom,Y,UDN,432TRW,_,"",_,LOC roads,/..,_,0,0,0,0,At target,_,_,LS,LS,16.9,106.333333333333,Gunfire,Automatic Weapons,_,Capt,Ott W. A.,_,_,_,MIA
1970-10-11 00:00:00,1010D,6714696,OV-10A,OV-10 Bronco,Y,UBN,504TASG,_,"",_,_,/..,_,0,0,0,0,_,_,_,CMB,CMB,14.1833333333333,103.5,Gunfire,Automatic Weapons,_,Capt,Brunson R. W.,Crash,_,_,KIA
1970-11-05 00:00:00,0850D,6810965,O-2A,O-2 Skymaster,N,DNG,504TASG,20TASS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,16.45,107.8,Small arms,Small Arms Fire,_,LtCol,Milbraith R. K.,Crash,_,_,KIA
1970-11-13 00:00:00,0605D,660420,RF-4C,F-4 Phantom,Y,UDN,432TRW,_,"",_,Four SAM sites,/..,_,0,0,500,520,At target,Aft fuselage,Y,NVn,NVn,18.05,105.816666666667,23mm AAA,AAA,_,Maj,Wright D. I.,Crash,_,_,KIA
1970-11-20 00:00:00,1914N,624436,F-105G,F-105 Thunderchief,Y,KRT,388TFW,12TFSdet1,"",_,Known enemy location,/..,_,0,0,0,0,_,Fuel cell,_,LS,LS,19.1166666666667,103.066666666667,Gunfire,Automatic Weapons,_,Maj,Kilgus D. W.,Ejection,Minor injuries,USAF HH53,Recovered
1970-11-23 00:00:00,0320D,6714688,OV-10A,OV-10 Bronco,Y,BHA,504TASG,19TASS,"",_,Troops in contact,/12,_,0,0,3000,140,At target,_,Y,CMB,CMB,12.05,105.25,Gunfire,Automatic Weapons,N,Maj,Brooks D. L.,Ejection,Minor injuries,u Helo,Recovered
1970-12-01 00:00:00,2015N,670329,F-4E,F-4 Phantom,Y,DNG,366TFW,_,"",_,Sector 2,/..,_,0,0,5000,500,_,_,Y,LS,LS,16.25,106.75,AAA,AAA,_,Capt,Robinson J. R.,Ejection,Minor injuries,_,Recovered
1970-12-19 00:00:00,0640D,667624,F-4D,F-4 Phantom,Y,UDN,432TRW,555TFS,"",_,Fast mover,/..,_,0,0,0,0,_,Cockpit,Y,LS,LS,19.0666666666667,103.033333333333,Gunfire,Automatic Weapons,_,Capt,Rotz D. H.,Ejection,Injured,_,Recovered
1970-12-21 00:00:00,0645D,680601,RF-4C,F-4 Phantom,Y,UDN,432TRW,14TRS,"",_,Highway system Route 917,/..,Turn,0,0,4500,480,At target,_,_,LS,LS,16.7166666666667,106.066666666667,AAA (poss.),AAA,_,1Lt,Nullis M. M.,Ejection,Injured,USAF Helo,Recovered
1970-12-24 00:00:00,1000D,52139598,A-1E,A-1 Skyraider,Y,NKP,56SOW,1SOS,"",_,SAR Helo Medevac,/..,Orbit,0,0,0,0,At target,_,_,LS,LS,19.6166666666667,103.7,Small arms (poss. combat associated),Small Arms Fire,_,Maj,Lundy A. L.,Ejection,_,_,KIA
1970-12-28 00:00:00,0400D,6714661,OV-10A,OV-10 Bronco,Y,_,504TASG,20TASS,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,16.8333333333333,106.416666666667,AAA (poss. combat associated),AAA,_,Capt,Smith J. L.,Crash,_,_,KIA
1971-01-02 00:00:00,0800D,670359,F-4E,F-4 Phantom,Y,KRT,388TFW,_,"",_,Trucks,/11,Dive,0,0,4600,350,At target,_,_,LS,LS,19.5833333333333,103.433333333333,37mm AAA (poss. 23mm AAA),AAA,_,Capt,Wier H. D.,Ejection,_,USAF Helo,Recovered
1971-01-03 00:00:00,1531N,660380,F-4E,F-4 Phantom,Y,KRT,388TFW,_,"",_,Known enemy location,/5,_,1,0,0,0,At target,_,_,LS,LS,16.9,105.883333333333,AAA,AAA,_,Maj,Ayres J. H.,_,_,_,KIA
1971-01-17 00:00:00,0620D,660288,F-4E,F-4 Phantom,Y,DNG,366TFW,421TFS,"",_,Storage area,/6,Dive,0,0,7000,0,At target,_,Y,LS,Sea,16.0833333333333,108.5,AAA (poss.),AAA,_,Maj,Mirrer R. H.,Ejection,_,_,KIA
1971-01-20 00:00:00,0702D,670267,F-4E,F-4 Phantom,Y,DNG,366TFW,_,"",_,_,/..,Takeoff,0,0,1000,300,Enroute,Engine,Y,SVn,SVn,16.1,108.383333333333,Small arms,Small Arms Fire,N,Capt,Warner D. A.,Ejection,_,USAF,Recovered
1971-01-27 00:00:00,0348D,563197,F-100D,F-100 Super Sabre,Y,PHR,35TFW,_,"",_,Mortar site,3500/13,Pull up,2,0,1000,450,At target,_,Y,CMB,CMB,14.45,105.683333333333,Gunfire,Automatic Weapons,_,Capt,Neil J. M.,Crash,_,_,KIA
1971-01-31 00:00:00,2100N,6510841,O-2A,O-2 Skymaster,N,CRB,504TAS,21TASS,"",_,Troops in contact,/..,Pull up,0,0,2500,0,At target,_,N,SVn,SVn,13.45,108.083333333333,Heavy gunfire,Automatic Weapons,N,1Lt,Hoenninger,Crashlanded,_,Army Helo,Recovered
1971-02-03 00:00:00,0400D,668777,F-4D,F-4 Phantom,Y,UBN,8TFW,_,"",_,_,/..,_,0,0,0,0,At target,_,_,LS,LS,17.1166666666667,106.183333333333,AAA,AAA,_,LtCol,Standerwick R. L.,Ejection,_,_,MIA
1971-02-11 00:00:00,0716D,667473,F-4D,F-4 Phantom,Y,PHC,12TFW,_,"",_,Troops in contact,/7,Pull up,3,0,800,450,At target,_,_,SVn,SVn,16.6666666666667,107,Automatic weapons,AAA,_,Capt,Ford M. W. Jr,Ejection,Minor injuries,Army,Recovered
1971-02-16 00:00:00,0250D,668787,F-4D,F-4 Phantom,Y,UBN,8TFW,25TFS,"",_,LOC 912B,3000/5,_,0,0,0,0,_,Engine,Y,LS,LS,17.3833333333333,105.5,AAA,AAA,N,LtCol,Cox W. R.,Ejection,_,USAF,Recovered
1971-02-20 00:00:00,0530D,572872,O-1F,O-1 Bird Dog,N,UDN,56SOW,21TASS,"",_,_,/10,_,0,0,0,0,_,_,_,SVn,SVn,14.0166666666667,107.55,Gunfire,Automatic Weapons,_,1Lt,Peacock P.,Crashlanded,_,USAF Helo,Recovered
1971-02-25 00:00:00,0233D,688691,F-4D,F-4 Phantom,Y,DNG,366TFW,_,"",_,Troops in contact,/3,_,4,0,1000,425,At target,Cockpit,N,LS,SVn,14.05,109.25,Gunfire,Automatic Weapons,p,Maj,Somers R. K.,Ejection,_,_,KIA
1971-02-25 00:00:00,0725D,650637,F-4D,F-4 Phantom,Y,PHC,12TFW,_,"",_,_,30000/10,_,3,0,1200,460,At target,_,_,LS,LS,16.5,106.533333333333,Gunfire,Automatic Weapons,_,Capt,Hedditch,Ejection,_,USAF Helo,Recovered
1971-03-06 00:00:00,0055D,52139734,A-1H,A-1 Skyraider,Y,NKP,56SOW,_,"",_,SAR for witch doctor,/..,Dive,9,10,50,170,At target,Right wing,Y,LS,LS,16.6666666666667,106.5,Small arms,Small Arms Fire,_,1Lt,Tipton C. L.,Ejection,Uninjured,USAF Helo,Recovered
1971-03-12 00:00:00,0305D,563415,F-100D,F-100 Super Sabre,Y,PHR,35TFW,614TFS,"",_,Known enemy location,/..,_,0,0,12000,0,_,_,Y,SVn,SVn,12.4333333333333,108.55,Gunfire,Automatic Weapons,_,1Lt,Jeffs C. G.,Ejection,_,_,MIA
1971-03-16 00:00:00,1727N,68006860,O-2A,O-2 Skymaster,N,DNG,504TAS,20TASS,"",_,_,/6,_,0,0,0,0,_,_,_,LS,LS,16.8,106.433333333333,37mm AAA,AAA,_,1Lt,Scrivener S. R.,Crash,_,_,KIA
1971-03-22 00:00:00,0753D,670655,F-4D,F-4 Phantom,Y,UDN,432TRW,13TFS,"",_,_,/..,_,0,0,0,0,_,_,Y,NVn,NVn,17.3333333333333,106.516666666667,SAM,SAM,_,Maj,Priest R. D.,Ejection,Minor injuries,USAF Helo,Recovered
1971-03-22 00:00:00,0715D,563180,F-100D,F-100 Super Sabre,Y,PHR,35TFW,614TFS,"",_,Four tanks,10000/2,Dive,1,15,0,0,At target,_,Y,LS,LS,16.6333333333333,106.533333333333,12.7mm AAA,AAA,_,Capt,Moriarty P. G.,Crash,_,_,KIA
1971-03-24 00:00:00,0205D,6714693,OV-10A,OV-10 Bronco,Y,DNG,504TASG,20TASS,"",_,_,/4,_,0,0,0,0,_,_,_,LS,LS,15.85,106.666666666667,Heavy 37mm AAA (23mm AAA),AAA,_,1Lt,Butcher J. M.,Ejection,_,_,POW (returned)
1971-03-26 00:00:00,0132D,69006351,A-37,A-37 Dragonfly,Y,BHA,35TFW,8SOS,"",Napalm,Troops in bunkers,1800/10,_,1,0,100,0,At target,_,_,CMB,CMB,12.2666666666667,105.2,Gunfire,Automatic Weapons,_,1Lt,Krueger D. W.,Crash,_,_,KIA
1971-04-04 00:00:00,0815D,563120,F-100D,F-100 Super Sabre,Y,PHR,35TFW,352TFS,"",_,Storage area,9000/5,Strafe,5,0,0,0,At target,Left wing,_,CMB,CMB,12.55,105.3,AAA,AAA,_,1Lt,Smith J. S.,Crash,_,_,KIA
1971-04-11 00:00:00,0740D,560937,F-100D,F-100 Super Sabre,Y,PHR,35TFW,614TFS,"",_,_,/..,_,1,0,0,0,At target,_,_,SVn,SVn,14.6333333333333,107.716666666667,Gunfire,Automatic Weapons,_,Capt,Buerk W. C.,Crash,_,_,KIA
1971-04-11 00:00:00,0740D,560937,F-100D,F-104 Starfighter,Y,PHR,35TFW,614TFS,"",_,_,/..,_,1,0,0,0,At target,_,_,SVn,SVn,14.6333333333333,107.716666666667,Gunfire,Automatic Weapons,_,Capt,Buerk W. C.,Crash,_,_,KIA
1971-04-13 00:00:00,0655D,553749,F-100D,F-100 Super Sabre,Y,PHR,35TFW,614TFS,"",_,_,/..,Pull up,0,0,0,0,At target,_,_,CMB,CMB,11.6666666666667,105.766666666667,37mm AAA,AAA,_,u,u,Ejection,_,_,Recovered
1971-04-15 00:00:00,0730D,562955,F-100D,F-100 Super Sabre,Y,PHR,35TFW,352TFS,"",_,Suspected enemy location,4000/5,Pull up,2,15,1000,480,At target,_,_,SVn,SVn,14.3333333333333,108.066666666667,Small arms (poss. AAA),Small Arms Fire,_,Capt,Hauck J. C.,_,_,Army,Recovered
1971-04-21 00:00:00,2330D,667717,F-4D,F-4 Phantom,Y,_,8TFW,497TFS,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,16.1666666666667,104.666666666667,(Poss. combat associated),Other,_,u,u,_,_,_,Recovered
1971-04-24 00:00:00,1855N,667616,F-4,F-4 Phantom,Y,_,_,_,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,15.6166666666667,106.866666666667,(Poss. combat associated),Other,_,Capt,Lemon J. C.,_,_,_,MIA
1971-04-26 00:00:00,1552N,6721388,O-2A,O-2 Skymaster,N,NKP,56SOW,_,"",_,_,/..,_,0,0,7000,80,_,Right fuselage,_,LS,LS,17.3666666666667,105.55,SAM,SAM,_,1Lt,Mellor G. L.,Ejection,Minor injuries,_,Recovered
1971-04-28 00:00:00,1313N,553550,F-100D,F-100 Super Sabre,Y,PHR,35TFW,615TFS,"",_,_,/..,Landing,0,0,0,300,Return,_,_,SVn,SVn,11.3666666666667,108.783333333333,Gunfire (poss. combat associated),Automatic Weapons,_,1Lt,Lang B. G.,Crash,_,_,KIA
1971-05-06 00:00:00,0945D,670335,F-4E,F-4 Phantom,Y,DNG,366TFW,4TFS,"",_,Thirty to fifty sampans,/..,_,0,0,0,0,_,_,_,LS,LS,14.8166666666667,106.766666666667,Gunfire,Automatic Weapons,_,Maj,Blissett A. S. Jr,Ejection,Minor injuries,_,Recovered
1971-06-04 00:00:00,1120Ds,6714692,OV-10A,OV-10 Bronco,Y,_,504TAS,20TASS,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,15.0666666666667,107.1,Gunfire,Automatic Weapons,_,u,u,Ejection,Minor injuries,_,Recovered
1971-06-18 00:00:00,0247D,52135314,A-1H,A-1 Skyraider,Y,NKP,56SOW,1SOS,"",_,Enemy troops,4000/10,Dive,1,20,1000,0,At target,_,_,LS,LS,19.2666666666667,103.05,Small arms,Small Arms Fire,p,Capt,White R. F.,Crash,_,_,KIA
1971-06-18 00:00:00,0247D,52135314,A-1H,A-1 Skyraider,Y,NKP,56SOW,1SOS,"",_,Enemy troops,4000/10,Dive,1,20,1000,0,At target,_,_,LS,LS,19.2666666666667,103.05,Small arms,Small Arms Fire,p,Capt,White R. F.,Crash,_,_,KIA
1971-06-18 00:00:00,0247D,52135314,A-1H,A-1 Skyraider,Y,NKP,56SOW,1SOS,"",_,Enemy troops,4000/10,Dive,1,20,1000,0,At target,_,_,LS,LS,19.2666666666667,103.05,Small arms,Small Arms Fire,p,Capt,White R. F.,Crash,_,_,KIA
1971-06-20 00:00:00,1310N,67014668,OV-10A,OV-10 Bronco,Y,_,504TAS,20TASS,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,14.5833333333333,107.6,Gunfire,Automatic Weapons,_,Maj,Ross S. R.,_,_,_,Recovered
1971-06-27 00:00:00,1435N,68010778,A-37,A-37 Dragonfly,Y,_,35TFW,8SOS,"",_,_,/..,Dive,0,0,0,0,At target,_,_,CMB,CMB,11.3166666666667,105.4,Gunfire (poss. combat associated),Automatic Weapons,_,Capt,Jones R. W.,Crash,_,_,KIA
1971-06-29 00:00:00,1000D,668686,F-4D,F-4 Phantom,Y,_,8TFW,435TFS,"",_,_,/..,_,0,0,0,0,_,Right engine,_,LS,Sea,16.0666666666667,108.183333333333,37mm AAA,AAA,_,Capt,Ricks W. R.,Ejection,Minor injuries,_,Recovered
1971-07-10 00:00:00,_,660392,RF-4,F-4 Phantom,Y,TSN,460TRW,12TRS,"",_,_,4000/7,Turn,1,0,200,450,At target,Right wing,Y,CMB,SVn,10.6166666666667,105.883333333333,Automatic weapons,AAA,_,Capt,Wheeler R. C.,Ejection,Minor injuries,USAF Helo,Recovered
1971-07-18 00:00:00,_,52135314,A-1H,A-1 Skyraider,Y,_,56SOW,_,"",_,_,/..,_,0,0,0,0,_,_,_,LS,u,,,Small arms,Small Arms Fire,_,u,u,_,_,_,u
1971-07-18 00:00:00,_,52135314,A-1H,A-1 Skyraider,Y,_,56SOW,_,"",_,_,/..,_,0,0,0,0,_,_,_,LS,u,,,Small arms,Small Arms Fire,_,u,u,_,_,_,u
1971-07-18 00:00:00,_,52135314,A-1H,A-1 Skyraider,Y,_,56SOW,_,"",_,_,/..,_,0,0,0,0,_,_,_,LS,u,,,Small arms,Small Arms Fire,_,u,u,_,_,_,u
1971-07-22 00:00:00,0740D,650847,RF-4,F-4 Phantom,Y,TSN,460TRW,12TRS,"",_,_,/..,Level,2,0,4500,0,_,_,_,CMB,CMB,10.65,104.7,Gunfire,Automatic Weapons,_,LtCol,Musgrove W.,Ejection,_,Army Helo,Recovered
1971-07-28 00:00:00,1020Ds,52139702,A-1H,A-1 Skyraider,Y,NKP,56SOW,1SOS,"",_,Troop concentration,3000/10,_,2,0,0,0,At target,_,_,LS,LS,16.65,106.566666666667,Small arms (12.7mm AAA),Small Arms Fire,_,Maj,Potton D. H.,Ejection,_,Army Helo,Recovered
1971-08-02 00:00:00,0845D,52142053,A-1J,A-1 Skyraider,Y,NKP,56SOW,1SOS,"",_,_,/..,_,0,0,0,0,Enroute,_,_,LS,LS,19,103,Gunfire,Automatic Weapons,_,1Lt,Taliaferro G. J.,Crash,_,_,KIA
1971-08-12 00:00:00,0750D,6714662,OV-10A,OV-10 Bronco,Y,PHR,504TAS,19TASS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,11.1333333333333,107.95,Gunfire,Automatic Weapons,_,1Lt,Rydlewicz J. M.,Crash,_,_,KIA
1971-08-12 00:00:00,0750D,6714662,OV-10A,OV-10 Bronco,Y,PHR,504TAS,19TASS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,11.1333333333333,107.95,Gunfire,Automatic Weapons,_,1Lt,Rydlewicz J. M.,Crash,_,_,KIA
1971-08-16 00:00:00,0605D,68011030,O-2A,O-2 Skymaster,N,DNG,504TAS,20TASS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,15.4166666666667,108.183333333333,Gunfire,Automatic Weapons,_,1Lt,Kennedy J. W.,_,_,_,MIA
1971-08-18 00:00:00,_,52135314,A-1H,A-1 Skyraider,Y,_,56SOW,_,"",_,_,/..,_,0,0,0,0,_,_,_,u,u,,,Small arms,Small Arms Fire,_,u,u,_,_,_,u
1971-08-18 00:00:00,_,52135314,A-1H,A-1 Skyraider,Y,_,56SOW,_,"",_,_,/..,_,0,0,0,0,_,_,_,u,u,,,Small arms,Small Arms Fire,_,u,u,_,_,_,u
1971-08-18 00:00:00,_,52135314,A-1H,A-1 Skyraider,Y,_,56SOW,_,"",_,_,/..,_,0,0,0,0,_,_,_,u,u,,,Small arms,Small Arms Fire,_,u,u,_,_,_,u
1971-09-02 00:00:00,0415D,668731,F-4D,F-4 Phantom,Y,UDN,432TRW,13TFS,"",_,Troop concentration,/..,Roll in,2,0,0,0,At target,_,Y,LS,LS,19.4833333333333,103.166666666667,Small arms,Small Arms Fire,N,Maj,Compton J. R.,Ejection,Major injuries,AA Helo,Recovered
1971-09-10 00:00:00,D,668712,F-4D,F-4 Phantom,Y,UDN,432TRW,13TFS,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,,,Gunfire (poss. combat associated),Automatic Weapons,_,Capt,Ivan A. Jr,_,_,_,MIA
1971-09-16 00:00:00,1035Ds,52134622,A-1H,A-1 Skyraider,Y,NKP,56SOW,1SOS,"",_,Troop concentration,4500/7,_,6,0,0,0,At target,Fuselage,N,LS,LS,19.1166666666667,102.916666666667,Small arms (combat associated),Small Arms Fire,N,Capt,Boli F. C.,Crashlanded,Injured,_,Recovered
1971-09-26 00:00:00,0910D,6714664,OV-10A,OV-10 Bronco,Y,BHA,504TAS,19TASS,"",_,Four 12.7mm gun sites,/15,Turn,0,15,1500,125,At target,_,Y,CMB,CMB,11.9666666666667,105.466666666667,Gunfire,Automatic Weapons,N,Lt,Trapp L. E. Jr,Ejection,Minor injuries,USAF Helo,Recovered
1971-09-30 00:00:00,0510D,52135187,A-1E,A-1 Skyraider,Y,NKP,56SOW,1SOS,"",_,Troop concentration,4000/6,Dive,1,20,0,0,At target,_,_,LS,LS,19.3166666666667,103.183333333333,Heavy small arms (poss. combat associated),Small Arms Fire,_,1Lt,Kamenicky G. W.,Crash,_,_,KIA
1971-09-30 00:00:00,0548D,680316,F-4E,F-4 Phantom,Y,DNG,366TFW,_,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,16.3666666666667,106.533333333333,(Combat associated),Other,_,Capt,Donovan M.,_,_,_,KIA
1971-10-30 00:00:00,1021Ds,6721439,O-2A,O-2 Skymaster,N,DNG,504TAS,20TASS,"",_,_,/..,_,0,0,0,0,_,Engine,_,LS,LS,16.5666666666667,104.766666666667,Gunfire,Automatic Weapons,_,1Lt,Ryan R. E.,Crash,_,_,KIA
1971-11-23 00:00:00,2105N,697562,F-4,F-4 Phantom,Y,DNG,366TFW,_,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,15.5833333333333,106.9,Gunfire,Automatic Weapons,_,Capt,Altus R. W.,_,_,_,MIA
1971-11-25 00:00:00,1955N,667752,F-4D,F-4 Phantom,Y,UBN,8TFW,497TFS,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,17.2,106.15,Gunfire,Automatic Weapons,_,Capt,Steadman J. E.,_,_,_,KIA
1971-11-29 00:00:00,0335D,696352,A-37,A-37 Dragonfly,Y,BHA,_,8SOS,"",_,Troops in contact,/..,Pull up,0,0,0,0,At target,Left engine,Y,CMB,CMB,12.45,105.3,Gunfire,Automatic Weapons,N,Capt,Moore A. W.,Ejection,Injured,USAF Helo,Recovered
1971-12-10 00:00:00,0315D,638326,F-105G,F-105 Thunderchief,Y,KRT,388TFW,17WWS,"",_,_,/..,_,0,0,18000,0,_,_,_,LS,LS,17.5166666666667,105.733333333333,SAM,SAM,_,LtCol,McIntire S. W.,Ejection,_,_,KIA
1971-12-16 00:00:00,0700D,668744,F-4D,F-4 Phantom,Y,UBN,8TFW,433TFS,"",_,Known enemy location,/..,Dive,1,45,0,0,At target,Engine,_,CMB,CMB,11.55,104.85,12.7mm AAA,AAA,_,Maj,Morris K. S.,Ejection,Minor injuries,u Helo,Recovered
1971-12-17 00:00:00,1425N,697559,F-4E,F-4 Phantom,Y,DNG,366TFW,4TFS,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,17.6166666666667,105.733333333333,SAM,SAM,_,LtCol,Blissett A. S. Jr,Ejection,Minor injuries,_,Recovered
1971-12-18 00:00:00,0635D,660241,F-4D,F-4 Phantom,Y,UDN,432TRW,555TFS,"",_,Pickup of CAS Team,/..,_,0,0,0,0,_,_,_,LS,LS,20.0166666666667,104.45,MiG (poss.),MiG,_,Maj,Johnson K. R.,Ejection,_,_,POW (returned)
